Epoch [1/200], Train Loss: 0.679203, Val Loss: 0.454397
Epoch [2/200], Train Loss: 0.450051, Val Loss: 0.335971
Epoch [3/200], Train Loss: 0.379605, Val Loss: 0.302627
Epoch [4/200], Train Loss: 0.333226, Val Loss: 0.348661
Epoch [5/200], Train Loss: 0.367107, Val Loss: 0.266335
Epoch [6/200], Train Loss: 0.330609, Val Loss: 0.216934
Epoch [7/200], Train Loss: 0.322713, Val Loss: 0.256020
Epoch [8/200], Train Loss: 0.275953, Val Loss: 0.243960
Epoch [9/200], Train Loss: 0.262298, Val Loss: 0.240489
Epoch [10/200], Train Loss: 0.265424, Val Loss: 0.245559
Epoch [11/200], Train Loss: 0.263126, Val Loss: 0.430164
Epoch [12/200], Train Loss: 0.222706, Val Loss: 0.293321
Epoch [13/200], Train Loss: 0.233092, Val Loss: 0.481752
Epoch [14/200], Train Loss: 0.217810, Val Loss: 0.451743
Epoch [15/200], Train Loss: 0.218130, Val Loss: 0.452540
Epoch [16/200], Train Loss: 0.204754, Val Loss: 0.365042
Epoch [17/200], Train Loss: 0.206238, Val Loss: 0.261086
Epoch [18/200], Train Loss: 0.218417, Val Loss: 0.218002
Epoch [19/200], Train Loss: 0.219101, Val Loss: 0.295316
Epoch [20/200], Train Loss: 0.205289, Val Loss: 0.414806
Epoch [21/200], Train Loss: 0.217438, Val Loss: 0.270757
Epoch [22/200], Train Loss: 0.203287, Val Loss: 0.228695
Epoch [23/200], Train Loss: 0.206269, Val Loss: 0.356425
Epoch [24/200], Train Loss: 0.210398, Val Loss: 0.260728
Epoch [25/200], Train Loss: 0.202684, Val Loss: 0.354430
Epoch [26/200], Train Loss: 0.196098, Val Loss: 0.283502
Epoch [27/200], Train Loss: 0.201959, Val Loss: 0.196252
Epoch [28/200], Train Loss: 0.199274, Val Loss: 0.322553
Epoch [29/200], Train Loss: 0.196769, Val Loss: 0.345919
Epoch [30/200], Train Loss: 0.198541, Val Loss: 0.220566
Epoch [31/200], Train Loss: 0.207163, Val Loss: 0.252217
Epoch [32/200], Train Loss: 0.183964, Val Loss: 0.316705
Epoch [33/200], Train Loss: 0.191959, Val Loss: 0.282211
Epoch [34/200], Train Loss: 0.214286, Val Loss: 0.300298
Epoch [35/200], Train Loss: 0.200881, Val Loss: 0.217224
Epoch [36/200], Train Loss: 0.203832, Val Loss: 0.455571
Epoch [37/200], Train Loss: 0.174352, Val Loss: 0.299127
Epoch [38/200], Train Loss: 0.179180, Val Loss: 0.352872
Epoch [39/200], Train Loss: 0.171063, Val Loss: 0.356570
Epoch [40/200], Train Loss: 0.187071, Val Loss: 0.503829
Epoch [41/200], Train Loss: 0.173970, Val Loss: 0.411251
Epoch [42/200], Train Loss: 0.172770, Val Loss: 0.273674
Epoch [43/200], Train Loss: 0.187263, Val Loss: 0.427244
Epoch [44/200], Train Loss: 0.205520, Val Loss: 0.305929
Epoch [45/200], Train Loss: 0.180943, Val Loss: 0.275368
Epoch [46/200], Train Loss: 0.171315, Val Loss: 0.311867
Epoch [47/200], Train Loss: 0.182639, Val Loss: 0.288706
Epoch [48/200], Train Loss: 0.193816, Val Loss: 0.299288
Epoch [49/200], Train Loss: 0.189248, Val Loss: 0.335949
Epoch [50/200], Train Loss: 0.198321, Val Loss: 0.387798
Epoch [51/200], Train Loss: 0.179411, Val Loss: 0.326113
Epoch [52/200], Train Loss: 0.170908, Val Loss: 0.325220
Epoch [53/200], Train Loss: 0.187138, Val Loss: 0.370917
Epoch [54/200], Train Loss: 0.185805, Val Loss: 0.240643
Epoch [55/200], Train Loss: 0.188984, Val Loss: 0.333723
Epoch [56/200], Train Loss: 0.221465, Val Loss: 0.250500
Epoch [57/200], Train Loss: 0.193240, Val Loss: 0.470653
Epoch [58/200], Train Loss: 0.188705, Val Loss: 0.463285
Epoch [59/200], Train Loss: 0.198675, Val Loss: 0.205404
Epoch [60/200], Train Loss: 0.185954, Val Loss: 0.348627
Epoch [61/200], Train Loss: 0.184337, Val Loss: 0.292410
Epoch [62/200], Train Loss: 0.225750, Val Loss: 0.368826
Epoch [63/200], Train Loss: 0.190662, Val Loss: 0.744817
Epoch [64/200], Train Loss: 0.176079, Val Loss: 0.312765
Epoch [65/200], Train Loss: 0.203193, Val Loss: 0.326345
Epoch [66/200], Train Loss: 0.194097, Val Loss: 0.414281
Epoch [67/200], Train Loss: 0.188351, Val Loss: 0.477266
Epoch [68/200], Train Loss: 0.178149, Val Loss: 0.320113
Epoch [69/200], Train Loss: 0.203522, Val Loss: 0.307490
Epoch [70/200], Train Loss: 0.188428, Val Loss: 0.456147
Epoch [71/200], Train Loss: 0.179283, Val Loss: 0.385862
Epoch [72/200], Train Loss: 0.171685, Val Loss: 0.344557
Epoch [73/200], Train Loss: 0.179522, Val Loss: 0.391236
Epoch [74/200], Train Loss: 0.202024, Val Loss: 0.366978
Epoch [75/200], Train Loss: 0.182230, Val Loss: 0.475382
Epoch [76/200], Train Loss: 0.196473, Val Loss: 0.415508
Epoch [77/200], Train Loss: 0.187380, Val Loss: 0.349781
Epoch [78/200], Train Loss: 0.186007, Val Loss: 0.426584
Epoch [79/200], Train Loss: 0.182802, Val Loss: 0.262141
Epoch [80/200], Train Loss: 0.185989, Val Loss: 0.494324
Epoch [81/200], Train Loss: 0.193157, Val Loss: 0.405691
Epoch [82/200], Train Loss: 0.186567, Val Loss: 0.429778
Epoch [83/200], Train Loss: 0.181597, Val Loss: 0.403551
Epoch [84/200], Train Loss: 0.186732, Val Loss: 0.232617
Epoch [85/200], Train Loss: 0.169968, Val Loss: 0.430585
Epoch [86/200], Train Loss: 0.184555, Val Loss: 0.254693
Epoch [87/200], Train Loss: 0.198830, Val Loss: 0.296221
Epoch [88/200], Train Loss: 0.196996, Val Loss: 0.320253
Epoch [89/200], Train Loss: 0.187913, Val Loss: 0.322297
Epoch [90/200], Train Loss: 0.179159, Val Loss: 0.338769
Epoch [91/200], Train Loss: 0.189506, Val Loss: 0.500165
Epoch [92/200], Train Loss: 0.182622, Val Loss: 0.352230
Epoch [93/200], Train Loss: 0.193981, Val Loss: 0.282486
Epoch [94/200], Train Loss: 0.195311, Val Loss: 0.291755
Epoch [95/200], Train Loss: 0.181433, Val Loss: 0.360926
Epoch [96/200], Train Loss: 0.191506, Val Loss: 0.228612
Epoch [97/200], Train Loss: 0.188761, Val Loss: 0.357819
Epoch [98/200], Train Loss: 0.202119, Val Loss: 0.298326
Epoch [99/200], Train Loss: 0.193617, Val Loss: 0.432736
Epoch [100/200], Train Loss: 0.203068, Val Loss: 0.402435
Epoch [101/200], Train Loss: 0.194744, Val Loss: 0.299780
Epoch [102/200], Train Loss: 0.188413, Val Loss: 0.364277
Epoch [103/200], Train Loss: 0.188071, Val Loss: 0.465675
Epoch [104/200], Train Loss: 0.183789, Val Loss: 0.336508
Epoch [105/200], Train Loss: 0.168766, Val Loss: 0.378717
Epoch [106/200], Train Loss: 0.181224, Val Loss: 0.320050
Epoch [107/200], Train Loss: 0.173479, Val Loss: 0.268625
Epoch [108/200], Train Loss: 0.191717, Val Loss: 0.334922
Epoch [109/200], Train Loss: 0.182493, Val Loss: 0.222280
Epoch [110/200], Train Loss: 0.193109, Val Loss: 0.375746
Epoch [111/200], Train Loss: 0.190653, Val Loss: 0.323246
Epoch [112/200], Train Loss: 0.197386, Val Loss: 0.350378
Epoch [113/200], Train Loss: 0.204234, Val Loss: 0.437235
Epoch [114/200], Train Loss: 0.199448, Val Loss: 0.312321
Epoch [115/200], Train Loss: 0.207775, Val Loss: 0.432363
Epoch [116/200], Train Loss: 0.179490, Val Loss: 0.273203
Epoch [117/200], Train Loss: 0.188041, Val Loss: 0.364355
Epoch [118/200], Train Loss: 0.179450, Val Loss: 0.537862
Epoch [119/200], Train Loss: 0.191784, Val Loss: 0.206274
Epoch [120/200], Train Loss: 0.193622, Val Loss: 0.466924
Epoch [121/200], Train Loss: 0.172084, Val Loss: 0.279903
Epoch [122/200], Train Loss: 0.196742, Val Loss: 0.416207
Epoch [123/200], Train Loss: 0.202079, Val Loss: 0.220077
Epoch [124/200], Train Loss: 0.195099, Val Loss: 0.336340
Epoch [125/200], Train Loss: 0.178590, Val Loss: 0.376304
Epoch [126/200], Train Loss: 0.181175, Val Loss: 0.356724
Epoch [127/200], Train Loss: 0.177653, Val Loss: 0.400143
Epoch [128/200], Train Loss: 0.185335, Val Loss: 0.484162
Epoch [129/200], Train Loss: 0.204520, Val Loss: 0.515346
Epoch [130/200], Train Loss: 0.194349, Val Loss: 0.341289
Epoch [131/200], Train Loss: 0.189766, Val Loss: 0.253557
Epoch [132/200], Train Loss: 0.205324, Val Loss: 0.203131
Epoch [133/200], Train Loss: 0.192730, Val Loss: 0.454704
Epoch [134/200], Train Loss: 0.188016, Val Loss: 0.468182
Epoch [135/200], Train Loss: 0.168191, Val Loss: 0.372393
Epoch [136/200], Train Loss: 0.192758, Val Loss: 0.327407
Epoch [137/200], Train Loss: 0.181511, Val Loss: 0.352201
Epoch [138/200], Train Loss: 0.187985, Val Loss: 0.316039
Epoch [139/200], Train Loss: 0.178639, Val Loss: 0.238623
Epoch [140/200], Train Loss: 0.175301, Val Loss: 0.389815
Epoch [141/200], Train Loss: 0.191063, Val Loss: 0.390683
Epoch [142/200], Train Loss: 0.180655, Val Loss: 0.302468
Epoch [143/200], Train Loss: 0.194754, Val Loss: 0.437132
Epoch [144/200], Train Loss: 0.173218, Val Loss: 0.274348
Epoch [145/200], Train Loss: 0.175368, Val Loss: 0.322179
Epoch [146/200], Train Loss: 0.204724, Val Loss: 0.287770
Epoch [147/200], Train Loss: 0.205888, Val Loss: 0.401501
Epoch [148/200], Train Loss: 0.200574, Val Loss: 0.419256
Epoch [149/200], Train Loss: 0.182870, Val Loss: 0.296969
Epoch [150/200], Train Loss: 0.184369, Val Loss: 0.413716
Epoch [151/200], Train Loss: 0.164454, Val Loss: 0.327420
Epoch [152/200], Train Loss: 0.189742, Val Loss: 0.387630
