Features size
5
5
Epoch [1/100], Train Loss: 1.043964, Val Loss: 1.029191
Epoch [2/100], Train Loss: 0.941222, Val Loss: 0.943418
Epoch [3/100], Train Loss: 0.900749, Val Loss: 0.898860
Epoch [4/100], Train Loss: 0.878668, Val Loss: 0.878067
Epoch [5/100], Train Loss: 0.865166, Val Loss: 0.859326
Epoch [6/100], Train Loss: 0.858381, Val Loss: 0.845334
Epoch [7/100], Train Loss: 0.849000, Val Loss: 0.832741
Epoch [8/100], Train Loss: 0.844755, Val Loss: 0.832036
Epoch [9/100], Train Loss: 0.840782, Val Loss: 0.825481
Epoch [10/100], Train Loss: 0.844600, Val Loss: 0.827270
Epoch [11/100], Train Loss: 0.840904, Val Loss: 0.822265
Epoch [12/100], Train Loss: 0.835454, Val Loss: 0.818273
Epoch [13/100], Train Loss: 0.836564, Val Loss: 0.823469
Epoch [14/100], Train Loss: 0.837452, Val Loss: 0.824742
Epoch [15/100], Train Loss: 0.830618, Val Loss: 0.821742
Epoch [16/100], Train Loss: 0.827302, Val Loss: 0.817740
Epoch [17/100], Train Loss: 0.825870, Val Loss: 0.818234
Epoch [18/100], Train Loss: 0.824244, Val Loss: 0.818486
Epoch [19/100], Train Loss: 0.821019, Val Loss: 0.823107
Epoch [20/100], Train Loss: 0.820407, Val Loss: 0.817966
Epoch [21/100], Train Loss: 0.821947, Val Loss: 0.819223
Epoch [22/100], Train Loss: 0.824688, Val Loss: 0.825068
Epoch [23/100], Train Loss: 0.821397, Val Loss: 0.820927
Epoch [24/100], Train Loss: 0.823116, Val Loss: 0.820411
Epoch [25/100], Train Loss: 0.823848, Val Loss: 0.818330
Epoch [26/100], Train Loss: 0.823749, Val Loss: 0.818620
Epoch [27/100], Train Loss: 0.829021, Val Loss: 0.819477
Epoch [28/100], Train Loss: 0.821601, Val Loss: 0.820633
Epoch [29/100], Train Loss: 0.826723, Val Loss: 0.819302
Epoch [30/100], Train Loss: 0.820416, Val Loss: 0.817164
Epoch [31/100], Train Loss: 0.815308, Val Loss: 0.817192
Epoch [32/100], Train Loss: 0.816489, Val Loss: 0.817195
Epoch [33/100], Train Loss: 0.817688, Val Loss: 0.818099
Epoch [34/100], Train Loss: 0.819918, Val Loss: 0.819845
Epoch [35/100], Train Loss: 0.819545, Val Loss: 0.819787
Epoch [36/100], Train Loss: 0.820051, Val Loss: 0.818755
Epoch [37/100], Train Loss: 0.820701, Val Loss: 0.818456
Epoch [38/100], Train Loss: 0.819442, Val Loss: 0.818343
Epoch [39/100], Train Loss: 0.813406, Val Loss: 0.817874
Epoch [40/100], Train Loss: 0.813548, Val Loss: 0.817446
Epoch [41/100], Train Loss: 0.819256, Val Loss: 0.816809
Epoch [42/100], Train Loss: 0.822028, Val Loss: 0.817006
Epoch [43/100], Train Loss: 0.821928, Val Loss: 0.816043
Epoch [44/100], Train Loss: 0.816095, Val Loss: 0.816578
Epoch [45/100], Train Loss: 0.817870, Val Loss: 0.814953
Epoch [46/100], Train Loss: 0.819814, Val Loss: 0.814585
Epoch [47/100], Train Loss: 0.819995, Val Loss: 0.815567
Epoch [48/100], Train Loss: 0.824713, Val Loss: 0.816830
Epoch [49/100], Train Loss: 0.820372, Val Loss: 0.818452
Epoch [50/100], Train Loss: 0.816728, Val Loss: 0.818082
Epoch [51/100], Train Loss: 0.816924, Val Loss: 0.817187
Epoch [52/100], Train Loss: 0.822005, Val Loss: 0.816831
Epoch [53/100], Train Loss: 0.817390, Val Loss: 0.816902
Epoch [54/100], Train Loss: 0.820658, Val Loss: 0.817187
Epoch [55/100], Train Loss: 0.819269, Val Loss: 0.817190
Epoch [56/100], Train Loss: 0.825512, Val Loss: 0.816989
Epoch [57/100], Train Loss: 0.818860, Val Loss: 0.816859
Epoch [58/100], Train Loss: 0.820240, Val Loss: 0.816894
Epoch [59/100], Train Loss: 0.817237, Val Loss: 0.817193
Epoch [60/100], Train Loss: 0.812473, Val Loss: 0.816939
Epoch [61/100], Train Loss: 0.815124, Val Loss: 0.817077
Epoch [62/100], Train Loss: 0.812210, Val Loss: 0.816860
Epoch [63/100], Train Loss: 0.825907, Val Loss: 0.816423
Epoch [64/100], Train Loss: 0.823236, Val Loss: 0.816126
Epoch [65/100], Train Loss: 0.822347, Val Loss: 0.816530
Epoch [66/100], Train Loss: 0.817447, Val Loss: 0.815952
Epoch [67/100], Train Loss: 0.820374, Val Loss: 0.816393
Epoch [68/100], Train Loss: 0.818872, Val Loss: 0.817099
Epoch [69/100], Train Loss: 0.819129, Val Loss: 0.817047
Epoch [70/100], Train Loss: 0.820520, Val Loss: 0.817039
Epoch [71/100], Train Loss: 0.816689, Val Loss: 0.816928
Epoch [72/100], Train Loss: 0.820137, Val Loss: 0.817348
Epoch [73/100], Train Loss: 0.819317, Val Loss: 0.816997
Epoch [74/100], Train Loss: 0.822040, Val Loss: 0.817090
Epoch [75/100], Train Loss: 0.815119, Val Loss: 0.816928
Epoch [76/100], Train Loss: 0.818909, Val Loss: 0.816997
Epoch [77/100], Train Loss: 0.818129, Val Loss: 0.816764
Epoch [78/100], Train Loss: 0.817198, Val Loss: 0.816919
Epoch [79/100], Train Loss: 0.818743, Val Loss: 0.816803
Epoch [80/100], Train Loss: 0.813400, Val Loss: 0.816469
Epoch [81/100], Train Loss: 0.820660, Val Loss: 0.816972
Epoch [82/100], Train Loss: 0.817350, Val Loss: 0.817077
Epoch [83/100], Train Loss: 0.817513, Val Loss: 0.817157
Epoch [84/100], Train Loss: 0.817663, Val Loss: 0.817236
Epoch [85/100], Train Loss: 0.822668, Val Loss: 0.817632
Epoch [86/100], Train Loss: 0.818622, Val Loss: 0.817230
Epoch [87/100], Train Loss: 0.816744, Val Loss: 0.816721
Epoch [88/100], Train Loss: 0.822180, Val Loss: 0.817170
Epoch [89/100], Train Loss: 0.818776, Val Loss: 0.816800
Epoch [90/100], Train Loss: 0.819012, Val Loss: 0.816630
Epoch [91/100], Train Loss: 0.815833, Val Loss: 0.816830
Epoch [92/100], Train Loss: 0.825578, Val Loss: 0.817371
Epoch [93/100], Train Loss: 0.820528, Val Loss: 0.817575
Epoch [94/100], Train Loss: 0.814890, Val Loss: 0.817026
Epoch [95/100], Train Loss: 0.814094, Val Loss: 0.816564
Epoch [96/100], Train Loss: 0.819595, Val Loss: 0.816978
Epoch [97/100], Train Loss: 0.823750, Val Loss: 0.816954
Epoch [98/100], Train Loss: 0.816048, Val Loss: 0.816697
Epoch [99/100], Train Loss: 0.818955, Val Loss: 0.816732
Epoch [100/100], Train Loss: 0.820764, Val Loss: 0.816622
Training completed. Logs and model saved in runs/cnn_20250215_025531
