Features size
5
5
Epoch [1/100], Train Loss: 1.268168, Val Loss: 1.165385
Epoch [2/100], Train Loss: 0.962827, Val Loss: 0.913657
Epoch [3/100], Train Loss: 0.863504, Val Loss: 0.832680
Epoch [4/100], Train Loss: 0.851482, Val Loss: 0.813919
Epoch [5/100], Train Loss: 0.804998, Val Loss: 0.787883
Epoch [6/100], Train Loss: 0.803413, Val Loss: 0.776142
Epoch [7/100], Train Loss: 0.795998, Val Loss: 0.765325
Epoch [8/100], Train Loss: 0.788557, Val Loss: 0.761496
Epoch [9/100], Train Loss: 0.781628, Val Loss: 0.758742
Epoch [10/100], Train Loss: 0.787477, Val Loss: 0.761921
Epoch [11/100], Train Loss: 0.784760, Val Loss: 0.761706
Epoch [12/100], Train Loss: 0.773866, Val Loss: 0.753312
Epoch [13/100], Train Loss: 0.775153, Val Loss: 0.754029
Epoch [14/100], Train Loss: 0.771746, Val Loss: 0.761263
Epoch [15/100], Train Loss: 0.772699, Val Loss: 0.751169
Epoch [16/100], Train Loss: 0.773092, Val Loss: 0.759753
Epoch [17/100], Train Loss: 0.768075, Val Loss: 0.752063
Epoch [18/100], Train Loss: 0.773642, Val Loss: 0.749836
Epoch [19/100], Train Loss: 0.764816, Val Loss: 0.748270
Epoch [20/100], Train Loss: 0.773411, Val Loss: 0.755836
Epoch [21/100], Train Loss: 0.767013, Val Loss: 0.749658
Epoch [22/100], Train Loss: 0.766869, Val Loss: 0.745461
Epoch [23/100], Train Loss: 0.772892, Val Loss: 0.753431
Epoch [24/100], Train Loss: 0.758582, Val Loss: 0.756028
Epoch [25/100], Train Loss: 0.762332, Val Loss: 0.751775
Epoch [26/100], Train Loss: 0.762370, Val Loss: 0.750400
Epoch [27/100], Train Loss: 0.762212, Val Loss: 0.750225
Epoch [28/100], Train Loss: 0.767518, Val Loss: 0.751413
Epoch [29/100], Train Loss: 0.748883, Val Loss: 0.748910
Epoch [30/100], Train Loss: 0.761168, Val Loss: 0.744953
Epoch [31/100], Train Loss: 0.758230, Val Loss: 0.744395
Epoch [32/100], Train Loss: 0.765866, Val Loss: 0.747133
Epoch [33/100], Train Loss: 0.757576, Val Loss: 0.749043
Epoch [34/100], Train Loss: 0.760231, Val Loss: 0.746334
Epoch [35/100], Train Loss: 0.756935, Val Loss: 0.749851
Epoch [36/100], Train Loss: 0.754718, Val Loss: 0.750220
Epoch [37/100], Train Loss: 0.758800, Val Loss: 0.745698
Epoch [38/100], Train Loss: 0.754697, Val Loss: 0.740611
Epoch [39/100], Train Loss: 0.756141, Val Loss: 0.740409
Epoch [40/100], Train Loss: 0.756218, Val Loss: 0.742240
Epoch [41/100], Train Loss: 0.749811, Val Loss: 0.745165
Epoch [42/100], Train Loss: 0.759814, Val Loss: 0.744948
Epoch [43/100], Train Loss: 0.759439, Val Loss: 0.743826
Epoch [44/100], Train Loss: 0.754233, Val Loss: 0.742738
Epoch [45/100], Train Loss: 0.766443, Val Loss: 0.740679
Epoch [46/100], Train Loss: 0.750199, Val Loss: 0.741587
Epoch [47/100], Train Loss: 0.750056, Val Loss: 0.741649
Epoch [48/100], Train Loss: 0.754542, Val Loss: 0.741224
Epoch [49/100], Train Loss: 0.754919, Val Loss: 0.742841
Epoch [50/100], Train Loss: 0.766347, Val Loss: 0.743944
Epoch [51/100], Train Loss: 0.758711, Val Loss: 0.743096
Epoch [52/100], Train Loss: 0.758156, Val Loss: 0.742883
Epoch [53/100], Train Loss: 0.762233, Val Loss: 0.742582
