Features size
5
5
Epoch [1/100], Train Loss: 30.442470, Val Loss: 13.003269
Epoch [2/100], Train Loss: 19.361227, Val Loss: 9.537616
Epoch [3/100], Train Loss: 11.661999, Val Loss: 5.250450
Epoch [4/100], Train Loss: 5.624278, Val Loss: 2.383335
Epoch [5/100], Train Loss: 3.253665, Val Loss: 1.281071
Epoch [6/100], Train Loss: 1.597783, Val Loss: 1.036852
Epoch [7/100], Train Loss: 1.070520, Val Loss: 0.997426
Epoch [8/100], Train Loss: 1.073802, Val Loss: 0.989420
Epoch [9/100], Train Loss: 1.000780, Val Loss: 0.986266
Epoch [10/100], Train Loss: 0.992550, Val Loss: 0.984656
Epoch [11/100], Train Loss: 0.989494, Val Loss: 0.980778
Epoch [12/100], Train Loss: 0.988627, Val Loss: 0.978873
Epoch [13/100], Train Loss: 0.985112, Val Loss: 0.978640
Epoch [14/100], Train Loss: 0.981951, Val Loss: 0.982106
Epoch [15/100], Train Loss: 0.998017, Val Loss: 0.982993
Epoch [16/100], Train Loss: 1.005115, Val Loss: 0.975032
Epoch [17/100], Train Loss: 0.978203, Val Loss: 0.974428
Epoch [18/100], Train Loss: 0.977627, Val Loss: 0.970449
Epoch [19/100], Train Loss: 0.976889, Val Loss: 0.969993
Epoch [20/100], Train Loss: 0.975994, Val Loss: 0.967319
Epoch [21/100], Train Loss: 0.972119, Val Loss: 0.964470
Epoch [22/100], Train Loss: 0.973068, Val Loss: 0.961210
Epoch [23/100], Train Loss: 0.976846, Val Loss: 0.964678
Epoch [24/100], Train Loss: 0.968750, Val Loss: 0.963367
Epoch [25/100], Train Loss: 0.966465, Val Loss: 0.962233
Epoch [26/100], Train Loss: 0.966666, Val Loss: 0.959192
Epoch [27/100], Train Loss: 0.964840, Val Loss: 0.954805
Epoch [28/100], Train Loss: 0.960730, Val Loss: 0.951281
Epoch [29/100], Train Loss: 0.959249, Val Loss: 0.948582
Epoch [30/100], Train Loss: 0.957340, Val Loss: 0.947766
Epoch [31/100], Train Loss: 0.959419, Val Loss: 0.948895
Epoch [32/100], Train Loss: 0.955682, Val Loss: 0.946840
Epoch [33/100], Train Loss: 0.963773, Val Loss: 0.944801
Epoch [34/100], Train Loss: 0.953821, Val Loss: 0.948453
Epoch [35/100], Train Loss: 0.998972, Val Loss: 0.945971
Epoch [36/100], Train Loss: 0.955725, Val Loss: 0.945632
Epoch [37/100], Train Loss: 0.980968, Val Loss: 0.946663
Epoch [38/100], Train Loss: 0.963213, Val Loss: 0.946908
Epoch [39/100], Train Loss: 0.952261, Val Loss: 0.947455
Epoch [40/100], Train Loss: 0.951798, Val Loss: 0.948218
Epoch [41/100], Train Loss: 0.955569, Val Loss: 0.945170
Epoch [42/100], Train Loss: 0.955418, Val Loss: 0.943081
Epoch [43/100], Train Loss: 0.949483, Val Loss: 0.941777
Epoch [44/100], Train Loss: 0.947781, Val Loss: 0.941859
Epoch [45/100], Train Loss: 0.951838, Val Loss: 0.941016
Epoch [46/100], Train Loss: 0.945789, Val Loss: 0.941547
Epoch [47/100], Train Loss: 1.014759, Val Loss: 0.943388
Epoch [48/100], Train Loss: 0.947792, Val Loss: 0.941523
Epoch [49/100], Train Loss: 0.953386, Val Loss: 0.941415
Epoch [50/100], Train Loss: 0.948480, Val Loss: 0.942278
Epoch [51/100], Train Loss: 0.948068, Val Loss: 0.942146
Epoch [52/100], Train Loss: 0.946248, Val Loss: 0.940771
Epoch [53/100], Train Loss: 0.948296, Val Loss: 0.941501
Epoch [54/100], Train Loss: 1.112758, Val Loss: 0.941315
Epoch [55/100], Train Loss: 0.953133, Val Loss: 0.940392
Epoch [56/100], Train Loss: 0.968711, Val Loss: 0.940195
Epoch [57/100], Train Loss: 0.957810, Val Loss: 0.940329
Epoch [58/100], Train Loss: 0.946696, Val Loss: 0.939951
Epoch [59/100], Train Loss: 0.987414, Val Loss: 0.939860
Epoch [60/100], Train Loss: 0.974491, Val Loss: 0.939803
Epoch [61/100], Train Loss: 0.947537, Val Loss: 0.939515
Epoch [62/100], Train Loss: 0.964615, Val Loss: 0.940108
Epoch [63/100], Train Loss: 0.952232, Val Loss: 0.940111
Epoch [64/100], Train Loss: 0.945036, Val Loss: 0.939717
Epoch [65/100], Train Loss: 0.959876, Val Loss: 0.939721
Epoch [66/100], Train Loss: 0.956143, Val Loss: 0.940077
Epoch [67/100], Train Loss: 0.945695, Val Loss: 0.939668
Epoch [68/100], Train Loss: 0.980409, Val Loss: 0.939713
Epoch [69/100], Train Loss: 0.953033, Val Loss: 0.939649
Epoch [70/100], Train Loss: 0.949932, Val Loss: 0.939869
Epoch [71/100], Train Loss: 0.950735, Val Loss: 0.939755
Epoch [72/100], Train Loss: 0.985392, Val Loss: 0.939962
Epoch [73/100], Train Loss: 0.946139, Val Loss: 0.939924
Epoch [74/100], Train Loss: 0.974253, Val Loss: 0.939946
Epoch [75/100], Train Loss: 0.956578, Val Loss: 0.939649
Epoch [76/100], Train Loss: 0.954966, Val Loss: 0.939761
Epoch [77/100], Train Loss: 0.949042, Val Loss: 0.939539
Epoch [78/100], Train Loss: 0.947912, Val Loss: 0.939825
Epoch [79/100], Train Loss: 0.949845, Val Loss: 0.939899
Epoch [80/100], Train Loss: 0.976925, Val Loss: 0.939742
Epoch [81/100], Train Loss: 0.947160, Val Loss: 0.939866
Epoch [82/100], Train Loss: 0.964337, Val Loss: 0.939716
Epoch [83/100], Train Loss: 0.959729, Val Loss: 0.939693
Epoch [84/100], Train Loss: 0.951108, Val Loss: 0.939616
Epoch [85/100], Train Loss: 0.943627, Val Loss: 0.939980
Epoch [86/100], Train Loss: 0.955190, Val Loss: 0.939641
Epoch [87/100], Train Loss: 0.956834, Val Loss: 0.939445
Epoch [88/100], Train Loss: 0.957008, Val Loss: 0.939448
Epoch [89/100], Train Loss: 0.965978, Val Loss: 0.939577
Epoch [90/100], Train Loss: 0.945852, Val Loss: 0.939582
Epoch [91/100], Train Loss: 0.952960, Val Loss: 0.939440
Epoch [92/100], Train Loss: 0.975242, Val Loss: 0.939599
Epoch [93/100], Train Loss: 0.955053, Val Loss: 0.939893
Epoch [94/100], Train Loss: 0.949859, Val Loss: 0.939859
Epoch [95/100], Train Loss: 0.945322, Val Loss: 0.939834
Epoch [96/100], Train Loss: 0.944757, Val Loss: 0.939791
Epoch [97/100], Train Loss: 0.944486, Val Loss: 0.939541
Epoch [98/100], Train Loss: 0.956196, Val Loss: 0.939603
Epoch [99/100], Train Loss: 0.953728, Val Loss: 0.939599
Epoch [100/100], Train Loss: 0.945067, Val Loss: 0.939512
Training completed. Logs and model saved in runs/cnn_20250215_041256
