Epoch [1/100], Train Loss: 0.187107, Val Loss: 3.173305
Epoch [2/100], Train Loss: 0.161951, Val Loss: 17.301822
Epoch [3/100], Train Loss: 0.156444, Val Loss: 1348637.711992
Epoch [4/100], Train Loss: 0.154241, Val Loss: 1676.968415
Epoch [5/100], Train Loss: 0.152252, Val Loss: 1418.803647
Epoch [6/100], Train Loss: 0.153570, Val Loss: 404787.598054
Epoch [7/100], Train Loss: 0.153297, Val Loss: 24050.984599
Epoch [8/100], Train Loss: 0.154443, Val Loss: 160437.693388
Epoch [9/100], Train Loss: 0.152350, Val Loss: 67356567.311877
Epoch [10/100], Train Loss: 0.151917, Val Loss: 15056.064710
Epoch [11/100], Train Loss: 0.151244, Val Loss: 1035166.021043
Epoch [12/100], Train Loss: 0.151252, Val Loss: 2500589.060476
Epoch [13/100], Train Loss: 0.151324, Val Loss: 973179.373087
Epoch [14/100], Train Loss: 0.150458, Val Loss: 90045238.146060
Epoch [15/100], Train Loss: 0.150325, Val Loss: 12231453.737564
Epoch [16/100], Train Loss: 0.149321, Val Loss: 331521.608121
Epoch [17/100], Train Loss: 0.150147, Val Loss: 2803918.470472
Epoch [18/100], Train Loss: 0.149225, Val Loss: 5189064.770407
Epoch [19/100], Train Loss: 0.148815, Val Loss: 106116773.503504
Epoch [20/100], Train Loss: 0.149265, Val Loss: 698224.658973
Epoch [21/100], Train Loss: 0.148919, Val Loss: 141589.870899
Epoch [22/100], Train Loss: 0.148334, Val Loss: 11920165.790478
Epoch [23/100], Train Loss: 0.149595, Val Loss: 535.023626
Epoch [24/100], Train Loss: 0.150559, Val Loss: 2196338.852913
Epoch [25/100], Train Loss: 0.150136, Val Loss: 1119951.442953
Epoch [26/100], Train Loss: 0.150375, Val Loss: 1929792.548056
Epoch [27/100], Train Loss: 0.150398, Val Loss: 34787138.166756
Epoch [28/100], Train Loss: 0.151658, Val Loss: 8725.741228
Epoch [29/100], Train Loss: 0.151438, Val Loss: 70504.324460
Epoch [30/100], Train Loss: 0.153435, Val Loss: 89068.357017
Epoch [31/100], Train Loss: 0.152357, Val Loss: 6763.389739
Epoch [32/100], Train Loss: 0.151175, Val Loss: 11.514978
Epoch [33/100], Train Loss: 0.151368, Val Loss: 980123.283598
Epoch [34/100], Train Loss: 0.150753, Val Loss: 129601742.813655
Epoch [35/100], Train Loss: 0.150889, Val Loss: 12262349.992351
Epoch [36/100], Train Loss: 0.150471, Val Loss: 3077577.603530
Epoch [37/100], Train Loss: 0.150033, Val Loss: 6972.828097
Epoch [38/100], Train Loss: 0.150787, Val Loss: 4023368.423222
Epoch [39/100], Train Loss: 0.149388, Val Loss: 10519422.608805
Epoch [40/100], Train Loss: 0.150566, Val Loss: 291669452.130359
Epoch [41/100], Train Loss: 0.150861, Val Loss: 7795345.627780
Epoch [42/100], Train Loss: 0.150241, Val Loss: 120608.760986
Epoch [43/100], Train Loss: 0.149143, Val Loss: 7986491.990397
Epoch [44/100], Train Loss: 0.149777, Val Loss: 2859799.262179
Epoch [45/100], Train Loss: 0.149678, Val Loss: 1870.909239
Epoch [46/100], Train Loss: 0.148853, Val Loss: 22117569.536129
Epoch [47/100], Train Loss: 0.148887, Val Loss: 3763.610049
Epoch [48/100], Train Loss: 0.149046, Val Loss: 31.557234
Epoch [49/100], Train Loss: 0.148882, Val Loss: 159573.687918
Epoch [50/100], Train Loss: 0.148781, Val Loss: 3517.146891
Epoch [51/100], Train Loss: 0.148467, Val Loss: 30989106.393439
Epoch [52/100], Train Loss: 0.148616, Val Loss: 11936.966913
Epoch [53/100], Train Loss: 0.147858, Val Loss: 43939.109675
Epoch [54/100], Train Loss: 0.148384, Val Loss: 2983.446767
Epoch [55/100], Train Loss: 0.147269, Val Loss: 2750.879439
Epoch [56/100], Train Loss: 0.147506, Val Loss: 96.559781
Epoch [57/100], Train Loss: 0.147353, Val Loss: 11.931721
Epoch [58/100], Train Loss: 0.147088, Val Loss: 7997.207055
Epoch [59/100], Train Loss: 0.146392, Val Loss: 169525.291529
Epoch [60/100], Train Loss: 0.147299, Val Loss: 31.554448
Epoch [61/100], Train Loss: 0.146787, Val Loss: 185472.410888
Epoch [62/100], Train Loss: 0.145852, Val Loss: 14875.597498
Epoch [63/100], Train Loss: 0.146291, Val Loss: 7203711.955763
Epoch [64/100], Train Loss: 0.145692, Val Loss: 85133.954940
Epoch [65/100], Train Loss: 0.146086, Val Loss: 86194.282122
Epoch [66/100], Train Loss: 0.146503, Val Loss: 7241.901105
Epoch [67/100], Train Loss: 0.146100, Val Loss: 7681120.761131
Epoch [68/100], Train Loss: 0.145687, Val Loss: 2633.162614
Epoch [69/100], Train Loss: 0.145727, Val Loss: 11504.570529
Epoch [70/100], Train Loss: 0.144806, Val Loss: 103.389471
Epoch [71/100], Train Loss: 0.145245, Val Loss: 5.952644
Epoch [72/100], Train Loss: 0.145431, Val Loss: 2885035.162865
Epoch [73/100], Train Loss: 0.145013, Val Loss: 358455.532568
Epoch [74/100], Train Loss: 0.145353, Val Loss: 106868.640727
Epoch [75/100], Train Loss: 0.144553, Val Loss: 1054.974578
Epoch [76/100], Train Loss: 0.145547, Val Loss: 107.304781
Epoch [77/100], Train Loss: 0.145390, Val Loss: 2.191026
Epoch [78/100], Train Loss: 0.144529, Val Loss: 7.376088
Epoch [79/100], Train Loss: 0.145061, Val Loss: 15735.089578
Epoch [80/100], Train Loss: 0.144514, Val Loss: 395.919630
Epoch [81/100], Train Loss: 0.144406, Val Loss: 352.390659
Epoch [82/100], Train Loss: 0.144678, Val Loss: 19837.264860
Epoch [83/100], Train Loss: 0.144344, Val Loss: 169.861176
Epoch [84/100], Train Loss: 0.144132, Val Loss: 76.703833
Epoch [85/100], Train Loss: 0.143847, Val Loss: 23.273407
Epoch [86/100], Train Loss: 0.143894, Val Loss: 0.368723
Epoch [87/100], Train Loss: 0.142847, Val Loss: 258.511060
Epoch [88/100], Train Loss: 0.143595, Val Loss: 20501.128273
Epoch [89/100], Train Loss: 0.143235, Val Loss: 17.914791
Epoch [90/100], Train Loss: 0.142718, Val Loss: 2075.532550
Epoch [91/100], Train Loss: 0.143460, Val Loss: 12.344393
Epoch [92/100], Train Loss: 0.143506, Val Loss: 10487.689880
Epoch [93/100], Train Loss: 0.143401, Val Loss: 459.310152
Epoch [94/100], Train Loss: 0.143815, Val Loss: 19310.321674
Epoch [95/100], Train Loss: 0.143856, Val Loss: 2215.106421
Epoch [96/100], Train Loss: 0.143480, Val Loss: 231.705157
Epoch [97/100], Train Loss: 0.143901, Val Loss: 6150791.961099
Epoch [98/100], Train Loss: 0.143766, Val Loss: 5340549.237603
Epoch [99/100], Train Loss: 0.143980, Val Loss: 172334.371933
Epoch [100/100], Train Loss: 0.144543, Val Loss: 64005610.998910
Training completed. Logs and model saved in runs/pinn_20250213_022410
