Features size
5
15
Epoch [1/100], Train Loss: 2.816222, Val Loss: 1.704625
Epoch [2/100], Train Loss: 1.814496, Val Loss: 1.155093
Epoch [3/100], Train Loss: 1.068933, Val Loss: 0.812485
Epoch [4/100], Train Loss: 0.781347, Val Loss: 0.735907
Epoch [5/100], Train Loss: 0.727591, Val Loss: 0.705717
Epoch [6/100], Train Loss: 0.694033, Val Loss: 0.691040
Epoch [7/100], Train Loss: 0.713467, Val Loss: 0.685226
Epoch [8/100], Train Loss: 0.678675, Val Loss: 0.675771
Epoch [9/100], Train Loss: 0.672467, Val Loss: 0.671340
Epoch [10/100], Train Loss: 0.671638, Val Loss: 0.662762
Epoch [11/100], Train Loss: 0.668602, Val Loss: 0.655891
Epoch [12/100], Train Loss: 0.666672, Val Loss: 0.654489
Epoch [13/100], Train Loss: 0.662359, Val Loss: 0.653771
Epoch [14/100], Train Loss: 0.668800, Val Loss: 0.650748
Epoch [15/100], Train Loss: 0.664027, Val Loss: 0.647470
Epoch [16/100], Train Loss: 0.656074, Val Loss: 0.646823
Epoch [17/100], Train Loss: 0.652958, Val Loss: 0.645061
Epoch [18/100], Train Loss: 0.651691, Val Loss: 0.641929
Epoch [19/100], Train Loss: 0.648419, Val Loss: 0.639788
Epoch [20/100], Train Loss: 0.646711, Val Loss: 0.634000
Epoch [21/100], Train Loss: 0.646162, Val Loss: 0.629853
Epoch [22/100], Train Loss: 0.646709, Val Loss: 0.625809
Epoch [23/100], Train Loss: 0.639858, Val Loss: 0.621851
Epoch [24/100], Train Loss: 0.633134, Val Loss: 0.614719
Epoch [25/100], Train Loss: 0.630474, Val Loss: 0.615537
Epoch [26/100], Train Loss: 0.625000, Val Loss: 0.605865
Epoch [27/100], Train Loss: 0.631364, Val Loss: 0.604111
Epoch [28/100], Train Loss: 0.627559, Val Loss: 0.605636
Epoch [29/100], Train Loss: 0.619813, Val Loss: 0.599292
Epoch [30/100], Train Loss: 0.615913, Val Loss: 0.594566
Epoch [31/100], Train Loss: 0.618813, Val Loss: 0.591737
Epoch [32/100], Train Loss: 0.615151, Val Loss: 0.595530
Epoch [33/100], Train Loss: 0.614393, Val Loss: 0.591158
Epoch [34/100], Train Loss: 0.616061, Val Loss: 0.588279
Epoch [35/100], Train Loss: 0.749648, Val Loss: 0.586232
Epoch [36/100], Train Loss: 0.607635, Val Loss: 0.585160
Epoch [37/100], Train Loss: 0.604078, Val Loss: 0.582647
Epoch [38/100], Train Loss: 0.602369, Val Loss: 0.578092
Epoch [39/100], Train Loss: 0.605925, Val Loss: 0.584876
Epoch [40/100], Train Loss: 0.606716, Val Loss: 0.579028
Epoch [41/100], Train Loss: 0.601104, Val Loss: 0.578955
Epoch [42/100], Train Loss: 0.601026, Val Loss: 0.575733
Epoch [43/100], Train Loss: 0.602286, Val Loss: 0.579418
Epoch [44/100], Train Loss: 0.598647, Val Loss: 0.574976
Epoch [45/100], Train Loss: 0.599367, Val Loss: 0.575488
Epoch [46/100], Train Loss: 0.597254, Val Loss: 0.577443
Epoch [47/100], Train Loss: 0.597417, Val Loss: 0.577129
Epoch [48/100], Train Loss: 0.597941, Val Loss: 0.572212
Epoch [49/100], Train Loss: 0.603134, Val Loss: 0.569485
Epoch [50/100], Train Loss: 0.595557, Val Loss: 0.574563
Epoch [51/100], Train Loss: 0.626131, Val Loss: 0.571285
Epoch [52/100], Train Loss: 0.636472, Val Loss: 0.570380
Epoch [53/100], Train Loss: 0.589192, Val Loss: 0.568667
Epoch [54/100], Train Loss: 0.595131, Val Loss: 0.568502
Epoch [55/100], Train Loss: 0.598979, Val Loss: 0.566706
Epoch [56/100], Train Loss: 0.593309, Val Loss: 0.570122
Epoch [57/100], Train Loss: 0.596177, Val Loss: 0.568845
